,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_rank,home_rank_pts,away_rank,away_rank_pts,rank_diff,rank_pts_diff,outcome,outcome_num,home_game,away_game,home_OVR,home_ATT,home_MID,home_DEF,home_team_id,home_team_uid,home_team_international_prestige,away_OVR,away_ATT,away_MID,away_DEF,away_team_id,away_team_uid,away_team_international_prestige,ATT_diff,DEF_diff,MID_diff,Friendly,team_uid_x,home_ATT_age,home_DEF_age,home_MID_age,home_ATT_ht,home_DEF_ht,home_MID_ht,home_ATT_wt,home_DEF_wt,home_MID_wt,team_uid_y,away_ATT_age,away_DEF_age,away_MID_age,away_ATT_ht,away_DEF_ht,away_MID_ht,away_ATT_wt,away_DEF_wt,away_MID_wt,ATT_age_diff,DEF_age_diff,MID_age_diff,ATT_ht_diff,DEF_ht_diff,MID_ht_diff,ATT_wt_diff,DEF_wt_diff,MID_wt_diff,home_hrva_rwma,home_hrvap_rwma,home_hrva_rmean,home_hrvap_rmean
1415,2017-09-05,Argentina,Venezuela,1,1,FIFA World Cup qualification,Buenos Aires,Argentina,0,3,1399,69,521,-66,878,D,1,1,0,82,84,82,81,1369,1369-18-158904,9,72,79,69,68,111487,111487-18-158904,2,16,2,13,0,1369-18-158904,28.66666666666667,30.5,28.25,175.0,182.25,175.25,74.0,81.0,71.5,111487-18-158904,22.75,23.0,24.0,178.75,184.8,179.5,74.75,79.4,76.5,5.666666666666668,7.75,4.25,-9.800000000000011,3.5,-4.25,-5.400000000000006,6.25,-5.0,0.33209617545692205,0.3738463478846162,0.3918918918918919,0.36486486486486486
1416,2017-09-05,Bolivia,Chile,1,0,FIFA World Cup qualification,La Paz,Bolivia,0,68,532,7,1250,61,-718,W,0,1,0,66,75,65,65,111451,111451-18-158904,1,78,79,78,77,111459,111459-18-158904,7,-2,-14,-13,0,111451-18-158904,30.0,27.0,28.75,187.0,180.33333333333331,176.0,82.0,76.0,68.5,111459-18-158904,27.0,31.75,30.16666666666667,174.0,179.0,176.0,77.0,79.0,72.5,-1.75,0.0,-1.416666666666668,8.0,6.333333333333344,0.0,3.0,-1.0,-4.0,-0.475508105473175,-0.432166069982582,-0.4915254237288136,-0.4491525423728814
1417,2017-09-05,Colombia,Brazil,1,1,FIFA World Cup qualification,Barranquilla,Colombia,0,8,1208,1,1604,7,-396,D,1,1,0,79,80,79,78,111109,111109-18-158904,7,84,85,82,85,1370,1370-18-158904,10,-5,-7,-3,0,111109-18-158904,28.5,26.0,29.25,183.0,180.6,181.5,80.0,76.2,77.25,1370-18-158904,23.33333333333333,28.4,27.33333333333333,173.66666666666663,181.2,183.66666666666663,70.66666666666667,77.4,82.33333333333333,0.10000000000000142,2.666666666666668,1.916666666666668,1.8000000000000114,6.933333333333337,-2.166666666666657,2.5999999999999943,5.533333333333331,-5.083333333333329,0.21137083323506986,0.27398317108876546,0.19402985074626866,0.22388059701492538
1418,2017-09-05,Costa Rica,Mexico,1,1,FIFA World Cup qualification,San José,Costa Rica,0,21,918,14,1046,7,-128,D,1,1,0,73,69,73,73,1383,1383-08-155359,3,78,78,78,75,1386,1386-18-158904,7,-6,-5,-5,0,1383-08-155359,28.0,29.83333333333333,26.75,179.0,180.0,182.0,70.0,76.33333333333333,77.75,1386-18-158904,30.0,28.4,26.33333333333333,177.0,184.2,176.0,74.66666666666667,77.8,69.0,-0.3999999999999986,-0.16666666666666785,0.4166666666666679,-5.199999999999988,3.0,6.0,-7.799999999999998,1.6666666666666572,8.75,0.30639413000976795,0.3566454196534001,0.28125,0.2916666666666667
1419,2017-09-05,Ecuador,Peru,0,2,FIFA World Cup qualification,Quito,Ecuador,0,32,791,15,1023,17,-232,L,2,1,0,72,71,71,72,111465,111465-18-158904,5,71,73,72,69,111108,111108-18-158904,3,2,-1,-1,0,111465-18-158904,29.5,27.6,25.25,179.5,180.2,176.75,79.5,82.0,71.5,111108-18-158904,26.0,26.5,27.0,169.0,181.66666666666663,175.5,66.0,73.16666666666667,74.5,3.0,1.6000000000000014,-1.75,-2.166666666666657,11.199999999999989,1.25,6.333333333333329,16.0,-3.0,-0.14067678815439522,-0.08338234969948694,-0.06779661016949153,-0.03389830508474576
1420,2017-09-05,Paraguay,Uruguay,1,2,FIFA World Cup qualification,Asunción,Paraguay,0,40,714,17,995,23,-281,L,2,1,0,74,76,73,73,1375,1375-18-158904,4,80,85,74,79,1377,1377-18-158904,7,-3,-12,-1,0,1375-18-158904,27.5,29.0,24.25,186.5,182.6,178.0,78.5,82.4,72.25,1377-18-158904,30.0,27.4,23.5,183.0,184.8,182.5,78.5,78.2,78.0,0.10000000000000142,-1.0,0.75,1.6999999999999886,-0.4000000000000057,-4.5,0.2999999999999972,3.9000000000000057,-5.75,-0.1645843478289411,-0.12648714304348394,-0.08450704225352113,-0.06338028169014084
1421,2017-09-05,Saudi Arabia,Japan,1,0,FIFA World Cup qualification,Jeddah,Saudi Arabia,0,59,601,44,696,15,-95,W,0,1,0,73,73,73,73,111114,111114-18-158904,4,75,76,77,74,1411,1411-17-158729,5,-1,-3,-4,0,111114-18-158904,30.0,29.2,28.4,180.0,179.4,170.0,72.0,72.0,65.2,1411-17-158729,26.0,27.6,27.2,182.0,182.2,174.6,71.0,75.4,65.8,2.3999999999999986,3.1999999999999997,1.1999999999999993,-2.1999999999999886,-2.5999999999999943,-4.599999999999994,-3.4000000000000057,1.0,-0.5999999999999943,0.23708312589961067,0.1810477450658845,0.1951219512195122,0.12195121951219512
1422,2017-09-05,Turkey,Croatia,1,0,FIFA World Cup qualification,Eskişehir,Turkey,0,33,779,16,1007,17,-228,W,0,1,0,78,77,77,79,1365,1365-18-158904,6,80,80,82,78,1328,1328-18-159068,6,-1,-1,-5,0,1365-18-158904,22.5,28.75,27.2,176.0,183.5,179.4,71.0,79.0,74.6,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,-5.699999999999998,-2.25,0.1999999999999993,-9.800000000000011,-6.5,-1.799999999999983,-8.599999999999994,-6.0,0.19999999999998866,0.1543872825380307,0.15332469995853898,0.12698412698412698,0.1349206349206349
1423,2017-10-05,Argentina,Peru,0,0,FIFA World Cup qualification,Buenos Aires,Argentina,0,4,1325,12,1103,-8,222,D,1,1,0,82,84,82,81,1369,1369-18-158904,9,71,73,72,69,111108,111108-18-158904,3,15,8,10,0,1369-18-158904,28.66666666666667,30.5,28.25,175.0,182.25,175.25,74.0,81.0,71.5,111108-18-158904,26.0,26.5,27.0,169.0,181.66666666666663,175.5,66.0,73.16666666666667,74.5,2.1666666666666683,4.5,1.25,-6.666666666666656,13.25,-0.25,0.8333333333333286,15.0,-3.0,0.31589636201999727,0.3312196967682888,0.38666666666666666,0.35333333333333333
1424,2017-10-05,Bolivia,Brazil,0,0,FIFA World Cup qualification,La Paz,Bolivia,0,46,666,2,1590,44,-924,D,1,1,0,66,75,65,65,111451,111451-18-158904,1,84,85,82,85,1370,1370-18-158904,10,-10,-20,-17,0,111451-18-158904,30.0,27.0,28.75,187.0,180.33333333333331,176.0,82.0,76.0,68.5,1370-18-158904,23.33333333333333,28.4,27.33333333333333,173.66666666666663,181.2,183.66666666666663,70.66666666666667,77.4,82.33333333333333,1.6000000000000014,3.666666666666668,1.416666666666668,5.800000000000012,6.6666666666666865,-7.666666666666656,4.599999999999994,5.333333333333329,-13.833333333333329,-0.40353208143713126,-0.3866945424391025,-0.4666666666666667,-0.43333333333333335
1425,2017-10-05,Chile,Ecuador,2,1,FIFA World Cup qualification,Santiago,Chile,0,9,1195,35,767,-26,428,W,0,1,0,78,79,78,77,111459,111459-18-158904,7,72,71,71,72,111465,111465-18-158904,5,7,6,7,0,111459-18-158904,27.0,31.75,30.16666666666667,174.0,179.0,176.0,77.0,79.0,72.5,111465-18-158904,29.5,27.6,25.25,179.5,180.2,176.75,79.5,82.0,71.5,-0.6000000000000014,2.25,4.916666666666668,-6.199999999999988,-0.5,-0.75,-5.0,-0.5,1.0,0.09763352734994497,0.06552940167323928,0.225,0.19375
1426,2017-10-05,Colombia,Paraguay,1,2,FIFA World Cup qualification,Barranquilla,Colombia,0,10,1191,39,738,-29,453,L,2,1,0,79,80,79,78,111109,111109-18-158904,7,74,76,73,73,1375,1375-18-158904,4,7,2,6,0,111109-18-158904,28.5,26.0,29.25,183.0,180.6,181.5,80.0,76.2,77.25,1375-18-158904,27.5,29.0,24.25,186.5,182.6,178.0,78.5,82.4,72.25,-0.5,-1.5,5.0,0.4000000000000057,-5.900000000000006,3.5,-2.4000000000000057,-2.299999999999997,5.0,0.20106005897525736,0.2362278874677989,0.19117647058823528,0.21323529411764705
1427,2017-10-05,England,Slovenia,1,0,FIFA World Cup qualification,London,England,0,15,1056,55,636,-40,420,W,0,1,0,82,82,82,81,1318,1318-18-158904,8,74,71,74,74,1361,1361-18-158904,5,8,10,8,0,1318-18-158904,23.0,26.285714285714285,22.33333333333333,188.0,187.57142857142856,185.0,86.0,83.28571428571429,72.33333333333333,1361-18-158904,28.5,28.8,24.75,189.0,184.8,180.75,80.0,81.2,76.5,-5.800000000000002,-2.2142857142857157,-2.416666666666668,3.1999999999999886,-1.4285714285714164,4.25,4.799999999999997,3.285714285714292,-4.166666666666671,0.5867469128769999,0.5837094976179341,0.5454545454545454,0.5227272727272727
1428,2017-10-05,Northern Ireland,Germany,1,3,FIFA World Cup qualification,Belfast,Northern Ireland,0,20,945,1,1606,19,-661,L,2,1,0,71,68,71,74,110081,110081-18-158904,2,85,82,85,83,1337,1337-18-158904,10,-15,-8,-14,0,110081-18-158904,27.5,32.0,29.0,190.5,187.2,178.25,90.0,79.2,73.0,1337-18-158904,27.0,27.25,28.0,187.33333333333331,188.0,184.0,78.33333333333333,86.0,79.75,0.25,5.0,1.0,2.5,-0.13333333333335418,-5.75,4.0,0.8666666666666742,-6.75,0.15219979656479712,0.1542444882627804,-0.05,-0.016666666666666666
1429,2017-10-05,Venezuela,Uruguay,0,0,FIFA World Cup qualification,San Cristóbal,Venezuela,0,68,525,16,1043,52,-518,D,1,1,0,72,79,69,68,111487,111487-18-158904,2,80,85,74,79,1377,1377-18-158904,7,0,-17,-5,0,111487-18-158904,22.75,23.0,24.0,178.75,184.8,179.5,74.75,79.4,76.5,1377-18-158904,30.0,27.4,23.5,183.0,184.8,182.5,78.5,78.2,78.0,-4.649999999999999,-7.0,0.5,-6.050000000000012,1.8000000000000114,-3.0,-3.450000000000003,0.9000000000000057,-1.5,-0.2820874632378894,-0.2876881367305391,-0.1935483870967742,-0.18548387096774194
1430,2017-10-06,Austria,Serbia,3,2,FIFA World Cup qualification,Vienna,Austria,0,57,632,32,789,25,-157,W,0,1,0,77,78,77,77,1322,1322-18-158904,4,78,75,79,76,110082,110082-13-157186,6,2,2,-2,0,1322-18-158904,34.0,26.2,24.4,196.0,186.4,183.4,93.0,83.0,78.2,110082-13-157186,23.0,25.8,21.6,187.0,187.6,185.6,82.0,83.2,76.0,8.2,3.1999999999999997,2.799999999999997,8.400000000000006,-0.5999999999999943,-2.1999999999999886,9.799999999999997,1.0,2.200000000000003,0.1122762092836809,0.11630684965416122,0.09259259259259259,0.06481481481481481
1431,2017-10-06,Croatia,Finland,1,1,FIFA World Cup qualification,Rijeka,Croatia,0,18,977,87,404,-69,573,D,1,1,0,80,80,82,78,1328,1328-18-159068,6,71,71,71,69,1334,1334-18-158904,3,11,7,11,0,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,1334-18-158904,24.5,26.33333333333333,26.66666666666667,182.5,188.16666666666663,177.33333333333337,81.0,80.33333333333333,73.0,4.666666666666668,3.6999999999999993,0.3333333333333321,1.8333333333333428,3.300000000000012,3.8666666666666467,4.666666666666671,-1.4000000000000057,1.4000000000000057,0.3119529272467076,0.3098644090189085,0.37142857142857144,0.39285714285714285
1432,2017-10-06,Japan,New Zealand,2,1,Friendly,Toyota,Japan,0,40,737,113,289,-73,448,W,0,1,0,75,76,77,74,1411,1411-17-158729,5,67,68,70,66,111473,111473-18-158904,2,10,6,7,1,1411-17-158729,26.0,27.6,27.2,182.0,182.2,174.6,71.0,75.4,65.8,111473-18-158904,26.75,26.5,22.0,176.25,186.83333333333331,175.0,73.75,82.33333333333333,64.0,-0.5,0.8500000000000014,5.199999999999998,-4.833333333333343,5.949999999999988,-0.4000000000000057,-11.333333333333329,1.6500000000000057,1.7999999999999972,0.44311010426022035,0.356817924184158,0.38461538461538464,0.3241758241758242
1433,2017-10-06,Turkey,Iceland,0,3,FIFA World Cup qualification,Eskişehir,Turkey,0,27,842,22,931,5,-89,L,2,1,0,78,77,77,79,1365,1365-18-158904,6,72,72,74,69,1341,1341-18-158904,2,8,7,3,0,1365-18-158904,22.5,28.75,27.2,176.0,183.5,179.4,71.0,79.0,74.6,1341-18-158904,25.0,30.8,28.6,190.0,189.6,181.6,85.0,80.8,76.4,-8.3,3.75,-1.400000000000002,-13.599999999999996,-6.5,-2.1999999999999886,-9.799999999999997,-6.0,-1.8000000000000114,0.19563672516374822,0.1702357073304885,0.14285714285714285,0.1349206349206349
1434,2017-10-06,USA,Panama,4,0,FIFA World Cup qualification,Orlando,USA,0,28,828,60,618,-32,210,W,0,1,0,75,75,77,74,1387,1387-18-158904,6,69,68,68,68,111475,111475-18-158904,1,7,6,9,0,1387-18-158904,23.0,28.0,28.75,178.33333333333337,182.75,184.25,75.66666666666667,77.25,78.0,111475-18-158904,36.0,27.0,26.4,187.0,182.8,180.0,83.0,77.8,74.8,-4.0,-8.0,2.3500000000000014,-4.466666666666669,-4.25,4.25,-2.1333333333333258,-5.75,3.200000000000003,0.35106279229008724,0.11175732650325106,0.3829787234042553,0.19680851063829788
1435,2017-10-07,Bulgaria,France,0,1,FIFA World Cup qualification,Sofia,Bulgaria,0,38,739,8,1208,30,-469,L,2,1,0,70,70,70,69,1327,1327-18-158904,5,84,84,84,82,1335,1335-18-158904,9,-12,-15,-14,0,1327-18-158904,34.0,30.4,29.4,183.0,184.0,181.4,80.0,78.0,74.4,1335-18-158904,28.0,24.8,24.0,183.0,184.2,179.75,80.0,76.0,72.0,9.2,2.3999999999999986,5.399999999999999,-1.1999999999999886,1.0,1.6500000000000057,4.0,-2.0,2.4000000000000057,-0.1290147231807211,-0.10597053106683553,-0.09433962264150944,-0.07547169811320754
1436,2017-10-07,Russia,Korea Republic,4,2,Friendly,Moscow,Russia,0,64,558,51,659,13,-101,W,0,1,0,76,77,76,75,1357,1357-18-158904,6,73,74,74,70,974,974-16-158159,5,7,1,2,1,1357-18-158904,26.0,29.0,27.5,185.0,185.4,183.5,76.5,81.4,75.25,974-16-158159,23.66666666666667,27.5,25.5,185.33333333333331,185.0,180.25,82.66666666666667,75.0,72.75,-1.5,5.333333333333332,2.0,0.0,0.06666666666666288,3.25,1.5,-1.2666666666666655,2.5,0.19761667532534075,0.1600172271831032,0.30158730158730157,0.30158730158730157
1437,2017-10-07,Switzerland,Hungary,5,2,FIFA World Cup qualification,Basel,Switzerland,0,7,1210,59,629,-52,581,W,0,1,0,78,76,78,76,1364,1364-18-158904,5,72,72,72,71,1886,1886-18-158904,4,5,4,6,0,1364-18-158904,25.5,27.8,28.0,184.0,184.6,179.5,81.5,80.2,76.25,1886-18-158904,29.0,27.8,28.2,193.0,186.2,177.6,90.0,79.2,71.6,-2.3000000000000007,-1.1999999999999993,-0.1999999999999993,-2.1999999999999886,-8.400000000000006,1.9000000000000057,2.299999999999997,-9.799999999999997,4.650000000000006,0.5603416571459365,0.5758137626918034,0.4,0.38333333333333336
1438,2017-10-08,Denmark,Romania,1,1,FIFA World Cup qualification,Copenhagen,Denmark,0,26,848,41,714,-15,134,D,1,1,0,78,75,78,75,1331,1331-18-158904,5,72,79,72,71,1356,1356-18-158904,5,4,-4,6,0,1331-18-158904,24.0,27.0,27.33333333333333,184.66666666666663,189.8,182.66666666666663,75.33333333333333,87.8,77.66666666666667,1356-18-158904,24.0,26.6,27.4,180.0,183.4,178.2,78.0,78.4,73.8,-2.6000000000000014,3.0,-0.06666666666666643,1.2666666666666515,9.800000000000011,4.466666666666669,-3.066666666666677,9.799999999999997,3.866666666666674,0.2933856668412242,0.3215408708427853,0.2542372881355932,0.2457627118644068
1439,2017-10-08,Norway,Northern Ireland,1,0,FIFA World Cup qualification,Oslo,Norway,0,73,472,20,945,53,-473,W,0,1,0,74,74,73,72,1352,1352-18-158904,4,71,68,71,74,110081,110081-18-158904,2,0,4,2,0,1352-18-158904,23.0,25.8,22.75,187.0,183.2,185.0,82.0,78.4,80.25,110081-18-158904,27.5,32.0,29.0,190.5,187.2,178.25,90.0,79.2,73.0,-9.0,-1.6999999999999993,-6.25,-0.19999999999998866,-7.300000000000012,6.75,2.799999999999997,-11.599999999999996,7.25,-0.01771385025148629,0.009790915893019241,0.058823529411764705,0.08823529411764706
1440,2017-10-08,Slovenia,Scotland,2,2,FIFA World Cup qualification,Ljubljana,Slovenia,0,55,636,43,702,12,-66,D,1,1,0,74,71,74,74,1361,1361-18-158904,5,74,75,75,73,1359,1359-18-158904,4,-2,-1,-1,0,1361-18-158904,28.5,28.8,24.75,189.0,184.8,180.75,80.0,81.2,76.5,1359-18-158904,26.0,28.0,29.8,173.0,186.2,178.2,75.0,78.4,74.4,0.5,2.8000000000000007,-5.050000000000002,2.800000000000012,11.800000000000011,2.550000000000012,1.5999999999999943,6.200000000000002,2.0999999999999943,0.039607534929532236,0.060670695961921366,0.05084745762711865,0.05084745762711865
1441,2017-10-09,Finland,Turkey,2,2,FIFA World Cup qualification,Turku,Finland,0,87,404,27,842,60,-438,D,1,1,0,71,71,71,69,1334,1334-18-158904,3,78,77,77,79,1365,1365-18-158904,6,-8,-8,-6,0,1334-18-158904,24.5,26.33333333333333,26.66666666666667,182.5,188.16666666666663,177.33333333333337,81.0,80.33333333333333,73.0,1365-18-158904,22.5,28.75,27.2,176.0,183.5,179.4,71.0,79.0,74.6,-4.25,3.833333333333332,-0.5333333333333314,-1.0,12.166666666666654,-2.066666666666663,2.0,9.333333333333329,-1.5999999999999943,-0.11892113594414838,-0.10123609472660502,-0.05357142857142857,-0.026785714285714284
1442,2017-10-10,Brazil,Chile,3,0,FIFA World Cup qualification,São Paulo,Brazil,0,2,1590,9,1195,-7,395,W,0,1,0,84,85,82,85,1370,1370-18-158904,10,78,79,78,77,111459,111459-18-158904,7,8,6,4,0,1370-18-158904,23.33333333333333,28.4,27.33333333333333,173.66666666666663,181.2,183.66666666666663,70.66666666666667,77.4,82.33333333333333,111459-18-158904,27.0,31.75,30.16666666666667,174.0,179.0,176.0,77.0,79.0,72.5,-8.416666666666668,1.3999999999999986,-2.833333333333336,-5.333333333333343,7.199999999999988,7.666666666666656,-8.333333333333329,0.4000000000000057,9.833333333333329,0.499262860605642,0.4603950582146134,0.49206349206349204,0.42063492063492064
