date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1890-03-22 00:00:00,Scotland,Wales,5,0,British Championship,Paisley,Scotland,False
1890-03-29 00:00:00,Northern Ireland,Scotland,1,4,British Championship,Belfast,Ireland,False
1890-04-05 00:00:00,Scotland,England,1,1,British Championship,Glasgow,Scotland,False
1891-02-07 00:00:00,Northern Ireland,Wales,7,2,British Championship,Belfast,Ireland,False
1891-03-07 00:00:00,England,Wales,4,1,British Championship,Sunderland,England,False
1891-03-07 00:00:00,England,Northern Ireland,6,1,British Championship,Wolverhampton,England,False
1891-03-21 00:00:00,Wales,Scotland,3,4,British Championship,Wrexham,Wales,False
1891-03-28 00:00:00,Scotland,Northern Ireland,2,1,British Championship,Glasgow,Scotland,False
1892-02-27 00:00:00,Wales,Northern Ireland,1,1,British Championship,Bangor,Wales,False
1892-03-05 00:00:00,Northern Ireland,England,0,2,British Championship,Belfast,Ireland,False
1892-03-05 00:00:00,Wales,England,0,2,British Championship,Wrexham,Wales,False
1892-03-19 00:00:00,Northern Ireland,Scotland,2,3,British Championship,Belfast,Ireland,False
1892-03-26 00:00:00,Scotland,Wales,6,1,British Championship,Edinburgh,Scotland,False
1892-04-02 00:00:00,Scotland,England,1,4,British Championship,Glasgow,Scotland,False
1893-02-25 00:00:00,England,Northern Ireland,6,1,British Championship,Birmingham,England,False
1893-03-13 00:00:00,England,Wales,6,0,British Championship,Stoke-on-Trent,England,False
1893-03-18 00:00:00,Wales,Scotland,0,8,British Championship,Wrexham,Wales,False
1893-03-25 00:00:00,Scotland,Northern Ireland,6,1,British Championship,Glasgow,Scotland,False
1893-04-01 00:00:00,England,Scotland,5,2,British Championship,Richmond,England,False
1894-02-24 00:00:00,Wales,Northern Ireland,4,1,British Championship,Swansea,Wales,False
1894-03-03 00:00:00,Northern Ireland,England,2,2,British Championship,Belfast,Ireland,False
1894-03-12 00:00:00,Wales,England,1,5,British Championship,Wrexham,Wales,False
1894-03-24 00:00:00,Scotland,Wales,5,2,British Championship,Kilmarnock,Scotland,False
1894-03-31 00:00:00,Northern Ireland,Scotland,1,2,British Championship,Belfast,Ireland,False
1894-04-07 00:00:00,Scotland,England,2,2,British Championship,Glasgow,Scotland,False
1895-03-09 00:00:00,England,Northern Ireland,9,0,British Championship,Derby,England,False
1895-03-16 00:00:00,Northern Ireland,Wales,2,2,British Championship,Belfast,Ireland,False
1895-03-18 00:00:00,England,Wales,1,1,British Championship,London,England,False
1895-03-23 00:00:00,Wales,Scotland,2,2,British Championship,Wrexham,Wales,False
1895-03-30 00:00:00,Scotland,Northern Ireland,3,1,British Championship,Glasgow,Scotland,False
1895-04-06 00:00:00,England,Scotland,3,0,British Championship,Liverpool,England,False
1896-02-29 00:00:00,Wales,Northern Ireland,6,1,British Championship,Wrexham,Wales,False
1896-03-07 00:00:00,Northern Ireland,England,0,2,British Championship,Belfast,Ireland,False
1896-03-16 00:00:00,Wales,England,1,9,British Championship,Cardiff,Wales,False
1896-03-21 00:00:00,Scotland,Wales,4,0,British Championship,Dundee,Scotland,False
1896-03-28 00:00:00,Northern Ireland,Scotland,3,3,British Championship,Belfast,Ireland,False
1896-04-04 00:00:00,Scotland,England,2,1,British Championship,Glasgow,Scotland,False
1897-02-20 00:00:00,England,Northern Ireland,6,0,British Championship,Nottingham,England,False
1897-03-06 00:00:00,Northern Ireland,Wales,4,3,British Championship,Belfast,Ireland,False
1897-03-20 00:00:00,Wales,Scotland,2,2,British Championship,Wrexham,Wales,False
1897-03-27 00:00:00,Scotland,Northern Ireland,5,1,British Championship,Glasgow,Scotland,False
1897-03-29 00:00:00,England,Wales,4,0,British Championship,Sheffield,England,False
1897-04-03 00:00:00,England,Scotland,1,2,British Championship,London,England,False
1898-02-19 00:00:00,Wales,Northern Ireland,0,1,British Championship,Llandudno,Wales,False
1898-03-05 00:00:00,Northern Ireland,England,2,3,British Championship,Belfast,Ireland,False
1898-03-19 00:00:00,Scotland,Wales,5,2,British Championship,Motherwell,Scotland,False
1898-03-26 00:00:00,Northern Ireland,Scotland,0,3,British Championship,Belfast,Ireland,False
1898-03-28 00:00:00,Wales,England,0,3,British Championship,Wrexham,Wales,False
1898-04-02 00:00:00,Scotland,England,1,3,British Championship,Glasgow,Scotland,False
1899-02-18 00:00:00,England,Northern Ireland,13,2,British Championship,Sunderland,England,False
1899-03-04 00:00:00,Northern Ireland,Wales,1,0,British Championship,Belfast,Ireland,False
1899-03-18 00:00:00,Wales,Scotland,0,6,British Championship,Wrexham,Wales,False
1899-03-20 00:00:00,England,Wales,4,0,British Championship,Bristol,England,False
1899-03-25 00:00:00,Scotland,Northern Ireland,9,1,British Championship,Glasgow,Scotland,False
1899-04-08 00:00:00,England,Scotland,2,1,British Championship,Birmingham,England,False
1900-02-03 00:00:00,Scotland,Wales,5,2,British Championship,Aberdeen,Scotland,False
1900-02-24 00:00:00,Wales,Northern Ireland,2,0,British Championship,Llandudno,Wales,False
1900-03-03 00:00:00,Northern Ireland,Scotland,0,3,British Championship,Belfast,Ireland,False
1900-03-17 00:00:00,Northern Ireland,England,0,2,British Championship,Dublin,Ireland,False
1900-03-26 00:00:00,Wales,England,1,1,British Championship,Cardiff,Wales,False
1900-04-07 00:00:00,Scotland,England,4,1,British Championship,Glasgow,Scotland,False
1901-02-23 00:00:00,Scotland,Northern Ireland,11,0,British Championship,Glasgow,Scotland,False
1901-03-02 00:00:00,Wales,Scotland,1,1,British Championship,Wrexham,Wales,False
1901-03-09 00:00:00,England,Northern Ireland,3,0,British Championship,Southampton,England,False
1901-03-18 00:00:00,England,Wales,6,0,British Championship,Newcastle,England,False
1901-03-23 00:00:00,Northern Ireland,Wales,0,1,British Championship,Belfast,Ireland,False
1901-03-30 00:00:00,England,Scotland,2,2,British Championship,London,England,False
1902-02-22 00:00:00,Wales,Northern Ireland,0,3,British Championship,Cardiff,Wales,False
1902-03-01 00:00:00,Northern Ireland,Scotland,1,5,British Championship,Belfast,Ireland,False
1902-03-03 00:00:00,Wales,England,0,0,British Championship,Wrexham,Wales,False
1902-03-15 00:00:00,Scotland,Wales,5,1,British Championship,Greenock,Scotland,False
1902-03-22 00:00:00,Northern Ireland,England,0,1,British Championship,Belfast,Ireland,False
1902-05-03 00:00:00,England,Scotland,2,2,British Championship,Birmingham,England,False
1902-07-20 00:00:00,Uruguay,Argentina,0,6,Friendly,Montevideo,Uruguay,False
1902-10-12 00:00:00,Austria,Hungary,5,0,Friendly,Vienna,Austria,False
1903-03-02 00:00:00,England,Wales,2,1,British Championship,Portsmouth,England,False
1903-03-09 00:00:00,Wales,Scotland,0,1,British Championship,Cardiff,Wales,False
1903-03-21 00:00:00,Scotland,Northern Ireland,0,2,British Championship,Glasgow,Scotland,False
1903-03-28 00:00:00,Northern Ireland,Wales,2,0,British Championship,Belfast,Ireland,False
1903-04-04 00:00:00,England,Scotland,1,2,British Championship,Sheffield,England,False
1903-04-05 00:00:00,Hungary,Czechoslovakia,2,1,Friendly,Budapest,Hungary,False
1903-09-13 00:00:00,Argentina,Uruguay,2,3,Friendly,Buenos Aires,Argentina,False
1903-10-11 00:00:00,Austria,Hungary,4,2,Friendly,Vienna,Austria,False
1904-02-29 00:00:00,Wales,England,2,2,British Championship,Wrexham,Wales,False
1904-03-12 00:00:00,Northern Ireland,England,1,3,British Championship,Belfast,Ireland,False
1904-03-12 00:00:00,Scotland,Wales,1,1,British Championship,Dundee,Scotland,False
1904-03-21 00:00:00,Wales,Northern Ireland,0,1,British Championship,Bangor,Wales,False
1904-03-26 00:00:00,Northern Ireland,Scotland,1,1,British Championship,Dublin,Ireland,False
1904-04-09 00:00:00,Scotland,England,0,1,British Championship,Glasgow,Scotland,False
1904-05-01 00:00:00,Belgium,France,3,3,Friendly,Brussels,Belgium,False
1904-06-02 00:00:00,Hungary,Austria,3,0,Friendly,Budapest,Hungary,False
1905-02-12 00:00:00,France,Switzerland,1,0,Friendly,Paris,France,False
1905-02-25 00:00:00,England,Northern Ireland,1,1,British Championship,Middlesbrough,England,False
1905-03-06 00:00:00,Wales,Scotland,3,1,British Championship,Wrexham,Wales,False
1905-03-18 00:00:00,Scotland,Northern Ireland,4,0,British Championship,Glasgow,Scotland,False
1905-03-27 00:00:00,England,Wales,3,1,British Championship,Liverpool,England,False
1905-04-01 00:00:00,England,Scotland,1,0,British Championship,London,England,False
1905-04-08 00:00:00,Northern Ireland,Wales,2,2,British Championship,Belfast,Ireland,False
1905-04-09 00:00:00,Hungary,Austria,0,0,Friendly,Budapest,Hungary,False
1905-04-30 00:00:00,Belgium,Netherlands,1,4,Friendly,Antwerp,Belgium,False
1905-05-07 00:00:00,Belgium,France,7,0,Friendly,Brussels,Belgium,False
1905-05-14 00:00:00,Netherlands,Belgium,4,0,Friendly,Rotterdam,Netherlands,False
1905-08-15 00:00:00,Argentina,Uruguay,0,0,Copa Lipton,Buenos Aires,Argentina,False
1906-02-17 00:00:00,Northern Ireland,England,0,5,British Championship,Belfast,Ireland,False
1906-03-03 00:00:00,Scotland,Wales,0,2,British Championship,Edinburgh,Scotland,False
1906-03-17 00:00:00,Northern Ireland,Scotland,0,1,British Championship,Dublin,Ireland,False
1906-03-19 00:00:00,Wales,England,0,1,British Championship,Cardiff,Wales,False
1906-04-01 00:00:00,Hungary,Czechoslovakia,1,1,Friendly,Budapest,Hungary,False
1906-04-02 00:00:00,Wales,Northern Ireland,4,4,British Championship,Wrexham,Wales,False
1906-04-07 00:00:00,Scotland,England,2,1,British Championship,Glasgow,Scotland,False
1906-04-22 00:00:00,France,Belgium,0,5,Friendly,Saint-Cloud,France,False
1906-04-29 00:00:00,Belgium,Netherlands,5,0,Friendly,Antwerp,Belgium,False
1906-05-13 00:00:00,Netherlands,Belgium,2,3,Friendly,Rotterdam,Netherlands,False
1906-08-15 00:00:00,Uruguay,Argentina,0,2,Copa Lipton,Montevideo,Uruguay,False
1906-10-07 00:00:00,Czechoslovakia,Hungary,4,4,Friendly,Prague,Bohemia,False
1906-10-21 00:00:00,Argentina,Uruguay,2,1,Copa Newton,Buenos Aires,Argentina,False
1906-11-04 00:00:00,Hungary,Austria,3,1,Friendly,Budapest,Hungary,False
1907-02-16 00:00:00,England,Northern Ireland,1,0,British Championship,Liverpool,England,False
1907-02-23 00:00:00,Northern Ireland,Wales,2,3,British Championship,Belfast,Ireland,False
1907-03-04 00:00:00,Wales,Scotland,1,0,British Championship,Wrexham,Wales,False
1907-03-16 00:00:00,Scotland,Northern Ireland,3,0,British Championship,Glasgow,Scotland,False
1907-03-18 00:00:00,England,Wales,1,1,British Championship,London,England,False
1907-04-06 00:00:00,England,Scotland,1,1,British Championship,Newcastle,England,False
1907-04-07 00:00:00,Hungary,Czechoslovakia,5,2,Friendly,Budapest,Hungary,False
1907-04-14 00:00:00,Belgium,Netherlands,1,3,Friendly,Antwerp,Belgium,False
1907-04-21 00:00:00,Belgium,France,1,2,Friendly,Brussels,Belgium,False
1907-05-05 00:00:00,Austria,Hungary,3,1,Friendly,Vienna,Austria,False
1907-05-09 00:00:00,Netherlands,Belgium,1,2,Friendly,Haarlem,Netherlands,False
1907-10-06 00:00:00,Czechoslovakia,Hungary,5,3,Friendly,Prague,Bohemia,False
1907-11-03 00:00:00,Hungary,Austria,4,1,Friendly,Budapest,Hungary,False
1908-02-15 00:00:00,Northern Ireland,England,1,3,British Championship,Belfast,Ireland,False
1908-03-07 00:00:00,Scotland,Wales,2,1,British Championship,Dundee,Scotland,False
1908-03-08 00:00:00,Switzerland,France,1,2,Friendly,Geneva,Switzerland,False
1908-03-14 00:00:00,Northern Ireland,Scotland,0,5,British Championship,Dublin,Ireland,False
1908-03-16 00:00:00,Wales,England,1,7,British Championship,Wrexham,Wales,False
1908-03-29 00:00:00,Belgium,Netherlands,1,4,Friendly,Antwerp,Belgium,False
1908-04-04 00:00:00,Scotland,England,1,1,British Championship,Glasgow,Scotland,False
1908-04-05 00:00:00,Hungary,Czechoslovakia,5,2,Friendly,Budapest,Hungary,False
1908-04-05 00:00:00,Switzerland,Germany,5,3,Friendly,Basel,Switzerland,False
1908-04-11 00:00:00,Wales,Northern Ireland,0,1,British Championship,Aberdare,Wales,False
1908-04-12 00:00:00,France,Belgium,1,2,Friendly,Colombes,France,False
1908-04-26 00:00:00,Netherlands,Belgium,3,1,Friendly,Rotterdam,Netherlands,False
1908-05-03 00:00:00,Austria,Hungary,4,0,Friendly,Vienna,Austria,False
1908-05-10 00:00:00,Netherlands,France,4,1,Friendly,Rotterdam,Netherlands,False
1908-06-06 00:00:00,Austria,England,1,6,Friendly,Vienna,Austria,False
1908-06-07 00:00:00,Austria,Germany,3,2,Friendly,Vienna,Austria,False
1908-06-08 00:00:00,Austria,England,1,11,Friendly,Vienna,Austria,False
1908-06-10 00:00:00,Hungary,England,0,7,Friendly,Budapest,Hungary,False
1908-06-13 00:00:00,Czechoslovakia,England,0,4,Friendly,Prague,Bohemia,False
1908-07-12 00:00:00,Sweden,Norway,11,3,Friendly,Gothenburg,Sweden,False
1908-08-15 00:00:00,Uruguay,Argentina,2,2,Copa Lipton,Montevideo,Uruguay,False
1908-09-13 00:00:00,Argentina,Uruguay,2,1,Copa Newton,Buenos Aires,Argentina,False
1908-10-04 00:00:00,Argentina,Uruguay,0,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
1908-10-25 00:00:00,Netherlands,Sweden,5,3,Friendly,The Hague,Netherlands,False
1908-10-26 00:00:00,Belgium,Sweden,2,1,Friendly,Brussels,Belgium,False
1908-11-01 00:00:00,Hungary,Austria,5,3,Friendly,Budapest,Hungary,False
1909-02-13 00:00:00,England,Northern Ireland,4,0,British Championship,Bradford,England,False
1909-03-01 00:00:00,Wales,Scotland,3,2,British Championship,Wrexham,Wales,False
1909-03-15 00:00:00,England,Wales,2,0,British Championship,Nottingham,England,False
1909-03-15 00:00:00,Scotland,Northern Ireland,5,0,British Championship,Glasgow,Scotland,False
1909-03-20 00:00:00,Northern Ireland,Wales,2,3,British Championship,Belfast,Ireland,False
1909-03-21 00:00:00,Belgium,Netherlands,1,4,Friendly,Antwerp,Belgium,False
1909-04-03 00:00:00,England,Scotland,2,0,British Championship,London,England,False
1909-04-04 00:00:00,Germany,Switzerland,1,0,Friendly,Karlsruhe,Germany,False
1909-04-04 00:00:00,Hungary,Germany,3,3,Friendly,Budapest,Hungary,False
1909-04-25 00:00:00,Netherlands,Belgium,4,1,Friendly,Rotterdam,Netherlands,False
1909-05-02 00:00:00,Austria,Hungary,3,4,Friendly,Vienna,Austria,False
1909-05-09 00:00:00,Belgium,France,5,2,Friendly,Brussels,Belgium,False
1909-05-29 00:00:00,Hungary,England,2,4,Friendly,Budapest,Hungary,False
1909-05-30 00:00:00,Hungary,Austria,1,1,Friendly,Budapest,Hungary,False
1909-05-31 00:00:00,Hungary,England,2,8,Friendly,Budapest,Hungary,False
1909-06-01 00:00:00,Austria,England,1,8,Friendly,Vienna,Austria,False
1909-08-15 00:00:00,Argentina,Uruguay,2,1,Copa Lipton,Buenos Aires,Argentina,False
1909-09-19 00:00:00,Uruguay,Argentina,2,2,Copa Newton,Montevideo,Uruguay,False
1909-10-10 00:00:00,Argentina,Uruguay,3,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
1910-02-12 00:00:00,Northern Ireland,England,1,1,British Championship,Belfast,Ireland,False
1910-03-05 00:00:00,Scotland,Wales,1,0,British Championship,Kilmarnock,Scotland,False
1910-03-13 00:00:00,Belgium,Netherlands,3,2,Friendly,Antwerp,Belgium,False
1910-03-14 00:00:00,Wales,England,0,1,British Championship,Cardiff,Wales,False
1910-03-19 00:00:00,Northern Ireland,Scotland,1,0,British Championship,Belfast,Ireland,False
1910-04-02 00:00:00,Scotland,England,2,0,British Championship,Glasgow,Scotland,False
1910-04-03 00:00:00,France,Belgium,0,4,Friendly,Gentilly,France,False
1910-04-03 00:00:00,Switzerland,Germany,2,3,Friendly,Basel,Switzerland,False
1910-04-10 00:00:00,Netherlands,Belgium,7,0,Friendly,Haarlem,Netherlands,False
1910-04-11 00:00:00,Wales,Northern Ireland,4,1,British Championship,Wrexham,Wales,False
1910-04-24 00:00:00,Netherlands,Germany,4,2,Friendly,Arnhem,Netherlands,False
1910-05-01 00:00:00,Austria,Hungary,2,1,Friendly,Vienna,Austria,False
1910-05-15 00:00:00,Italy,France,6,2,Friendly,Milan,Italy,False
1910-05-16 00:00:00,Germany,Belgium,0,3,Friendly,Duisburg,Germany,False
1910-05-26 00:00:00,Hungary,Italy,6,1,Friendly,Budapest,Hungary,False
1910-05-27 00:00:00,Argentina,Chile,3,1,Friendly,Buenos Aires,Argentina,False
1910-05-29 00:00:00,Chile,Uruguay,0,3,Friendly,Buenos Aires,Argentina,True
1910-06-05 00:00:00,Argentina,Chile,5,1,Friendly,Buenos Aires,Argentina,False
1910-06-12 00:00:00,Argentina,Uruguay,4,1,Friendly,Buenos Aires,Argentina,False
1910-08-15 00:00:00,Uruguay,Argentina,3,1,Copa Lipton,Montevideo,Uruguay,False
1910-09-11 00:00:00,Chile,Argentina,0,3,Friendly,Viña del Mar,Chile,False
1910-09-11 00:00:00,Norway,Sweden,0,4,Friendly,Kristiania,Norway,False
1910-10-16 00:00:00,Germany,Netherlands,1,2,Friendly,Kleve,Germany,False
1910-11-06 00:00:00,Hungary,Austria,3,0,Friendly,Budapest,Hungary,False
1910-11-13 00:00:00,Argentina,Uruguay,1,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
1910-11-27 00:00:00,Argentina,Uruguay,2,6,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
1911-01-01 00:00:00,France,Hungary,0,3,Friendly,Maisons-Alfort,France,False
1911-01-06 00:00:00,Italy,Hungary,0,1,Friendly,Milan,Italy,False
1911-01-08 00:00:00,Switzerland,Hungary,2,0,Friendly,Zürich,Switzerland,False
1911-01-28 00:00:00,Northern Ireland,Wales,1,2,British Championship,Belfast,Ireland,False
1911-02-11 00:00:00,England,Northern Ireland,2,1,British Championship,Derby,England,False
1911-03-06 00:00:00,Wales,Scotland,2,2,British Championship,Cardiff,Wales,False
1911-03-13 00:00:00,England,Wales,3,0,British Championship,London,England,False
1911-03-18 00:00:00,Scotland,Northern Ireland,2,0,British Championship,Glasgow,Scotland,False
1911-03-19 00:00:00,Belgium,Netherlands,1,5,Friendly,Antwerp,Belgium,False
1911-03-26 00:00:00,Germany,Switzerland,6,2,Friendly,Stuttgart,Germany,False
1911-04-01 00:00:00,England,Scotland,1,1,British Championship,Liverpool,England,False
1911-04-02 00:00:00,Netherlands,Belgium,3,1,Friendly,Dordrecht,Netherlands,False
1911-04-09 00:00:00,France,Italy,2,2,Friendly,Saint-Ouen,France,False
1911-04-23 00:00:00,Belgium,Germany,2,1,Friendly,Liège,Belgium,False
1911-04-23 00:00:00,Switzerland,France,5,2,Friendly,Geneva,Switzerland,False
1911-04-30 00:00:00,Belgium,France,7,1,Friendly,Uccle,Belgium,False
1911-05-07 00:00:00,Austria,Hungary,3,1,Friendly,Vienna,Austria,False
1911-05-07 00:00:00,Italy,Switzerland,2,2,Friendly,Milan,Italy,False
1911-05-21 00:00:00,Switzerland,Italy,3,0,Friendly,La Chaux-de-Fonds,Switzerland,False
1911-06-18 00:00:00,Sweden,Germany,2,4,Friendly,Solna,Sweden,False
1911-08-15 00:00:00,Argentina,Uruguay,0,2,Copa Lipton,Buenos Aires,Argentina,False
1911-09-17 00:00:00,Sweden,Norway,4,1,Friendly,Solna,Sweden,False
1911-09-17 00:00:00,Uruguay,Argentina,2,3,Copa Newton,Montevideo,Uruguay,False
1911-10-08 00:00:00,Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
1911-10-09 00:00:00,Germany,Austria,1,2,Friendly,Dresden,Germany,False
1911-10-22 00:00:00,Argentina,Uruguay,2,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
1911-10-22 00:00:00,Finland,Sweden,2,5,Friendly,Helsinki,Finland,False
1911-10-29 00:00:00,Germany,Sweden,1,3,Friendly,Hamburg,Germany,False
1911-10-29 00:00:00,Hungary,Switzerland,9,0,Friendly,Budapest,Hungary,False
1911-10-29 00:00:00,Luxembourg,France,1,4,Friendly,Luxembourg,Luxembourg,False
1911-10-29 00:00:00,Uruguay,Argentina,3,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
1911-11-05 00:00:00,Hungary,Austria,2,0,Friendly,Budapest,Hungary,False
1911-12-17 00:00:00,Germany,Hungary,1,4,Friendly,Munich,Germany,False
1912-01-28 00:00:00,France,Belgium,1,1,Friendly,Saint-Ouen,France,False
1912-02-10 00:00:00,Northern Ireland,England,1,6,British Championship,Dublin,Ireland,False
1912-02-18 00:00:00,France,Switzerland,4,1,Friendly,Saint-Ouen,France,False
1912-02-20 00:00:00,Belgium,Switzerland,9,2,Friendly,Antwerp,Belgium,False
1912-03-02 00:00:00,Scotland,Wales,1,0,British Championship,Edinburgh,Scotland,False
1912-03-10 00:00:00,Belgium,Netherlands,1,2,Friendly,Antwerp,Belgium,False
1912-03-11 00:00:00,Wales,England,0,2,British Championship,Wrexham,Wales,False
1912-03-16 00:00:00,Northern Ireland,Scotland,1,4,British Championship,Belfast,Ireland,False
1912-03-17 00:00:00,Italy,France,3,4,Friendly,Turin,Italy,False
1912-03-23 00:00:00,Scotland,England,1,1,British Championship,Glasgow,Scotland,False
1912-03-24 00:00:00,Netherlands,Germany,5,5,Friendly,Zwolle,Netherlands,False
1912-04-13 00:00:00,Wales,Northern Ireland,2,3,British Championship,Cardiff,Wales,False
1912-04-14 00:00:00,Hungary,Germany,4,4,Friendly,Budapest,Hungary,False
1912-04-28 00:00:00,Netherlands,Belgium,4,3,Friendly,Dordrecht,Netherlands,False
